rev_id	comment	is_toxic	split
wikipedia_random53037481_Gjorgj Kushi_9	In March, 2016 he attended the Under-18 Development Squad trials for Barnet FC where he was immediately offered a non-professional contract to join the Barnet Football Club's Academy where he played for U-18 Development Squad of Barnet FC academy until December where he returned to his home town.	False	test
wikipedia_random9080091_Walter Fitzgerald_36	Our Girl Friday (1953) - Captain.	False	test
wikipedia_random31592859_Alexander Petrie_7	He was a founding member of the Classical Association of South Africa in 1927, along with the Hon.	False	test
wikipedia_random206485_Anthony Ashley-Cooper, 7th Earl of Shaftesbury_182	We shall not know for many a year how much we miss in missing him; how great an anchor he was to this drifting generation, and how great a stimulus he was to every movement for the benefit of the poor.	False	train
wikipedia_random426699_Bristol Cathedral_0	Bristol Cathedral, formally the Cathedral Church of the Holy and Undivided Trinity, is the Church of England cathedral in the city of Bristol, England.	False	test
wikipedia_random4535498_David Berkowitz_199	PS: Please inform all the detectives working the slaying to remain.	False	train
wikipedia_random8632_Druze_105	He went so far in 1608 as to sign a commercial treaty with Duke Ferdinand I of Tuscany containing secret military clauses.	False	train
wikipedia_random1587235_Mbwiri_8	When he is pronounced cured, he builds a little fetish house, and thenceforth avoids certain kinds of food and performs certain duties.	False	test
wikipedia_random10071779_Sheffield (album)_4	All lyrics written by The Screaming Lord.	False	dev
wikipedia_random2481692_Dabus_0	In the Dungeons & Dragons Planescape campaign setting, Dabus (singular and plural are the same) are the personal entourage of the Lady of Pain.	False	train
wikipedia_random3716860_English-based creole languages_5	The monogenesis hypothesis (Hancock 1969, Gilman 1978) posits that a single language, commonly called proto–Pidgin English, spoken along the West African coast in the early sixteenth century, was ancestral to most or all of the Atlantic creoles (the English creoles of both West Africa and the Americas).	False	train
wikipedia_random23781572_Gwawaenuk Tribe_25	10, on the east short of Burly Bay in Hopetown Passage to the south of Watson Island, 3.80 ha.	False	train
wikipedia_random4604017_BORTAC_35	Remington 700 .308 rifle.	False	train
wikipedia_random51774544_History of slavery in Utah_29	His property was seized and the children were sold into slavery to families in Manti.	False	train
wikipedia_random335028_Wars of Alexander the Great_207	In all, the Battle of Gaugamela was a disastrous defeat for the Persians, and possibly one of Alexander's finest victories.	False	train
wikipedia_random37762858_Kazantypskyi State Nature Reserve_59	Vipera ursini renardi.	False	train
wikipedia_random16647656_John Clay (offensive tackle)_4	After his rookie season, the Raiders traded Clay to the San Diego Chargers in exchange for star offensive lineman Jim Lachey.	False	test
wikipedia_random17515287_Aspen RooftopComedy Festival_50	Robert Hawkins - Rooftop Comics' Comic.	False	train
wikipedia_random47933486_FaZe Clan_28	They avoided another upset by defeating them 3-0 with the one of the top European teams, Epsilon eSports.	False	train
wikipedia_random21958604_United Kingdom Census 2011_234	Coverage: Scotland, Council Areas and Health Boards.	False	train
wikipedia_random1078402_Road rally_8	Historically, all rallies were once road rallies.	False	train
wikipedia_random920617_Wiseguy_240	Beyond Home Entertainment has released all four seasons on DVD in Region 4.	False	train
wikipedia_random23407867_The Gathering 2009_24	£300,000 of debts owed to various contractors, suppliers and performers were also unmet.	False	train
wikipedia_random49022130_Pillars of Eternity: The White March_45	This means that the person who remains with the crystal will die.	False	train
wikipedia_random40773116_Farfallon_6	Micaela Pignatelli as Direttrice del carcere.	False	dev
wikipedia_random17757246_Damon Mill_0	The Damon Mill is an historic mill building built on the Assabet River and located at 9 Pond Lane in Concord, Massachusetts.	False	dev
wikipedia_random124547_Worthington, Minnesota_83	For every 100 females age 18 and over, there were 97.6 males.	False	test
wikipedia_random6604370_Tadanori Yokoo_0	Tadanori Yokoo (横尾 忠則 Yokoo Tadanori, born 27 June 1936 in Hyōgo Prefecture) is a Japanese graphic designer, illustrator, printmaker and painter.	False	train
wikipedia_random33098504_Boris Yukhananov_123	1995 The Garden, 4th regeneration.	False	train
wikipedia_random24972116_Pedro José Figueroa_2	It is believed that he is a descendant of a family of artists first made famous during the 17th century.	False	test
wikipedia_random719303_Madryga_12	Madryga has a variable-length key, with no upper limit on its length.	False	test
wikipedia_random40990644_Rajeev Sivshankar_12	Then he came to kochi and took charge of practicing satanic worship.The first part of the book which deals with Viswanathan's childhood and early youth is set in the fictitious village of Kavathy in Central Travancore, and forms the core of the novel.	False	train
wikipedia_random244081_Praenomen_45	Manius (M'.).	False	test
wikipedia_random4498963_Open University of Hong Kong_276	Student Basketball Society.	False	train
wikipedia_random4169815_Black Saturday (professional wrestling)_45	Verne Gagne's AWA debuted on ESPN in 1985 and aired on the network until the company folded in 1991.	False	train
wikipedia_random25702867_Marin Držić Award_39	Gordana Ostović:«Parsifal».	False	dev
wikipedia_random5593225_Spindle, Shuttle, and Needle_4	One day, a king's son came looking for a bride.	False	train
wikipedia_random37418180_Alma Deutscher_9	At seven she composed her first short opera, at nine a violin concerto, and her first full-length opera at age ten.	False	train
wikipedia_random39842817_Milan Schere_14	for Resident Evil: Retribution (2012)	False	train
wikipedia_random42971_The Dukes of Hazzard_355	Viacom's country music-themed cable network CMT (the former sister network to TNN) aired the show from 2005 to 2007 at 8:00 p.m. and 9:00 p.m. eastern time every weekday.	False	train
wikipedia_random32747182_Alexander Young (engineer)_9	Around 1900 he formed the von Hamm-Young Company.	False	train
wikipedia_random18592890_Julia Thurnau_42	2006: Agathe kanns nicht lassen.	False	dev
wikipedia_random8416061_Elvis Belt_32	"""Before Tomorrow"" - 3.09."	False	train
wikipedia_random27485318_Henry VI, Holy Roman Emperor_44	In June 1192 Constance was released on the intervention of Pope Celestine III, who in return recognized Tancred as King of Sicily.	False	dev
wikipedia_random23546854_Chiloquin High School_8	All teams currently play in Class 1A based on school enrollment.	False	train
wikipedia_random2688476_Kenzaburo Hara (legislator)_13	He had publicly pledged to voters in his home constituency to make sure that the Akashi Strait Bridge between Kobe and Awaji Island be built.	False	train
wikipedia_random45471628_HMS Douglas_65	Gardiner and Gray 1985, pp.	False	train
wikipedia_random1690787_B. Brian Blair_92	He is also a Christian and is active in his church, Idlewild Baptist.	False	train
wikipedia_random11524515_John Henry Hopkins_552	Alonzo Potter.	False	test
wikipedia_random33040202_Korczak's orphanages_2	One orphanage was established for Jewish children in 1911 and stopped working on 1942, when the SS took all its residents and workers to Treblinka extermination camp.	False	test
wikipedia_random22544_Common ostrich_259	It is suggested that this immunological adaptability may allow this species to have a high success rate of survival in variable environmental settings.	False	train
wikipedia_random14146385_Runnymede Borough Council elections_4	Runnymede Borough Council election, 1979 (Borough boundary changes took place but the number of seats remained the same).	False	train
wikipedia_random25929050_Pieces of a Real Heart_22	Thomas Toner – assistant.	False	train
wikipedia_random48750291_Leticia Cáceres_18	Miss Julie by Simon Stone, after August Strindberg (Belvoir).	False	train
wikipedia_random10836632_Dasepo Naughty Girls_17	Anthony comes from a rich background.	False	test
wikipedia_random3026395_William Gear_31	The following year he attended the opening of the new CoBrA Museum in Amstelveen, Holland, and was elected a RA.	False	dev
wikipedia_random526543_St. Jacobs, Ontario_26	Snider bought the flour mill and promoted hydro electricity and other milling operations.	False	train
wikipedia_random28116922_Cod Steaks ltd_6	The concept won an award at the 2010 Toy Fair and is being marketed by Bandai.	False	dev
wikipedia_random1122563_1972 United States Grand Prix_17	Stewart jumped quickly off the grid and immediately began to pull away from the rest of the field.	False	train
wikipedia_random2592512_Ann Wagner_28	On November 29, 2010, Wagner sent a video message to the committee members of the Republican National Committee announcing she was running for RNC Chair.	False	test
wikipedia_random11616050_1st Annual Latin Grammy Awards_98	"Enrique Bunbury – ""El Extranjero""."	False	test
wikipedia_random890012_American Meteorological Society_34	It carries out research, holds periodic briefings that allow experts to inform policy makers directly on established scientific understanding and the latest policy-relevant research, and hosts an annual Summer Policy Colloquium to introduce Earth scientists to the federal policy process.	False	train
wikipedia_random2815293_Umaria district_24	Average Min.	False	dev
wikipedia_random55190657_Magnum principium_6	The Sacred Congregation of Rites, predecessor of the CDW, granted permission for the use of local languages in several countries with expanding missionary activity, including Mandarin Chinese in Mass except for the Canon in 1949 and Hindi in India in 1950.	False	dev
wikipedia_random29433300_XC800 family_8	The instruction set consists of 45% one-byte, 41% two-byte and 14% three-byte instructions.	False	test
wikipedia_random43785506_Vainglory (video game)_13	"In Vainglory, teams have three players who each control an avatar, known as a ""hero"", from their own device."	False	train
wikipedia_random229104_Matter wave_1	All matter can exhibit wave-like behavior.	False	test
wikipedia_random60585_Social Democratic Party of Germany_32	In social policy, the SPD stands for civil and political rights in an open society.	False	dev
