rev_id	comment	is_toxic	split
wikipedia5595625_Drew Sarich_0	In Summer 2006, Sarich took over for Rodney Hicks in the Off-Broadway show Jacques Brel is Alive and Well and Living in Paris, starring alongside Robert Cuccioli, Natascia Diaz and Gay Marshall.	False	dev
wikipedia4559718_Catholicism (term)_0	"Moreover, some sectors of Anglicanism ""in isolation of the whole"" have approved the ordination of openly active homosexuals to the priesthood and episcopacy, in spite of the support that Rowan Williams, the Archbishop of Canterbury, spoke for Anglican teaching on homosexuality, which he said the church ""could not change simply because of a shift in society's attitude"", noting also that those churches blessing same-sex unions and consecrating openingly gay bishops would not be able ""to take part as a whole in ecumenical and interfaith dialogue."""	False	test
wikipedia621018_Kate Millett_10	While she discussed some of her love affairs in Flying, in Sita she provides insight into a lesbian love affair and her fears of being alone or inadequate.	False	train
wikipedia50722728_The Center for Equality_3	Daugaard accepted and met with three transgender representatives from The Center, two of whom were students.	False	train
wikipedia50176126_The Coven (art collective)_0	"Bataille is a ""queer and tender MTL [Montreal] artist, with all the feelings and a useless degree."""	False	dev
wikipedia71537_Coming out_6	"In 1951, Donald Webster Cory published his landmark The Homosexual in America, exclaiming, ""Society has handed me a mask to wear...Everywhere I go, at all times and before all sections of society, I pretend."""	False	train
wikipedia8202395_Jack Garfein_0	The Strange One was also censored by the Motion Picture Production Code for general “homosexual overtones”, and “excessive brutality and suggestive sequences [that] tend to arouse disrespect for lawful authority”.	False	dev
wikipedia39432154_Peter Tully_5	"""You Are Here "" Martin Browne Fine Art 11 gay male artists for Sydney Gay and Lesbian Mardi Gras Festival 6-28 February 1993 Curated by Scott Redford and Luke Roberts."	False	test
wikipedia61279_John Wayne Gacy_3	His wife observed Gacy bringing teenage boys into his garage and also found gay pornography inside the house.	False	train
wikipedia4735289_Elsie Tu_1	From the 1960s to 1980s, Elliott fought for gay rights, better housing, welfare services, playgrounds, bus routes, hawker licences and innumerable other issues.	False	train
wikipedia35869939_LGBT history in South Korea_8	Launch of Buddy, Korea’s first national gay-interest magazine.	False	dev
wikipedia4734307_LGBT rights in Belgium_9	Several politicians are openly gay, two notable examples being the former Prime Minister of Belgium, Elio Di Rupo (PS) and the former Flemish Minister for Education (in the Peeters II Government), Pascal Smet (sp.a).	False	train
wikipedia4732778_LGBT rights in Australia_37	"John Howard considered himself ""somewhere in middle"" on the acceptance of homosexuality, refusing to support the Sydney Gay and Lesbian Mardi Gras and stating he would be ""disappointed"" if one of his sons were gay."	False	train
wikipedia3534144_LGBT rights in Romania_38	The coalition's main activity consisted in promoting and collecting signatures for a citizen's initiative aiming to revise the Constitution and prevent interpretations that would permit gay marriage.	False	dev
wikipedia291210_Michelangelo Signorile_13	Signorile became the features editor at OutWeek, and eventually stopped working within ACT UP and Queer Nation; though, like most of the staff of OutWeek, maintained deep ties to both groups.	False	dev
wikipedia30812965_LGBT rights in Saint Vincent and the Grenadines_0	Lesbian, Gay, Bisexual and Transgender (LGBT) persons in Saint Vincent and the Grenadines face legal challenges not experienced by non-LGBT residents.	False	train
wikipedia51398258_Amen (2010 film)_14	Bangalore Queer Film Fest 2012.	False	train
wikipedia474370_The Seagull_0	The production, directed by Mike Nichols, starred Meryl Streep as Arkadina, Christopher Walken as Sorin, Philip Seymour Hoffman as Treplyov, John Goodman as Shamrayev, Marcia Gay Harden as Masha, Kevin Kline as Trigorin, Debra Monk as Polina, Stephen Spinella as Medvedenko, and Natalie Portman as Nina.	False	train
wikipedia20836872_Hot l Baltimore_1	Lee Bergere —  George, a middle-aged gay lover.	False	train
wikipedia29719521_History of violence against LGBT people in the United States_97	September 7, 2016 - Michael Phillips was attacked after leaving his job at a gay bar.	False	train
wikipedia3019572_Ryan Howard (The Office)_1	"In ""Search Committee"", Ryan reveals to the camera that he believes Angela's boyfriend Robert (the State Senator) is gay, because he ""liked"" Ryan's Facebook photos at 3:00 AM."	False	train
wikipedia19904525_Transgender_43	"Of the 27,715 transgender and non-binary people who took the survey, 21% said the term ""queer"" best described their sexual orientation, 18% said ""pansexual"", 16% said ""gay"", ""lesbian"", or ""same-gender-loving"", 15% said ""straight"", 14% said ""bisexual"", and 10% said ""asexual""."	False	train
wikipedia16051229_Dorothy Yost_0	The Gay Divorcee (1934).	False	dev
wikipedia17846_Lesbian_146	The late 1980s and early 1990s ushered in a series of films treating gay and lesbian issues seriously, made by gays and lesbians, nicknamed New Queer Cinema.	False	dev
wikipedia15221513_1970s in LGBT rights_19	"Robert Grant founds American Christian Cause to oppose the ""gay agenda"", the beginning of modern Christian politics in the United States."	False	train
wikipedia31725515_Selenidad_1	In this space queer and Latino identities were understood as separate.	False	dev
wikipedia497157_Wilson Cruz_0	As an openly gay man of Puerto Rican ancestry, he has served as an advocate for gay youth, especially gay youth of color.	False	train
wikipedia54724279_Civil Rights Uniformity Act of 2017_1	The National Center for Transgender Equality did not recommend any action on HR 2796, as it was also likely to die in committee.	False	train
wikipedia4743708_Here TV_0	Here TV is actively involved in the LGBT community and offers sponsorship to yearly events such as gay pride events and film festivals as well as supporting a number of community organizations.	False	test
wikipedia11578070_Peter Stickles_1	His character, Damian, is the leader of a gay vampire cult.	False	test
wikipedia10525401_Road to Perdition (soundtrack)_0	"""Queer Notions"" – 2:46."	False	train
wikipedia48791105_Anne Sylvestre_0	"She also supported same-sex marriage (""Gay marions-nous"", 2007)."	False	dev
wikipedia30796290_Carrie Moyer_1	dissected mainstream visual culture by inserting lesbian images into commercial contexts.	False	train
wikipedia1844594_Alyson Books_9	Secret Sisters: Stories of Being Lesbian & Bisexual in a College Sorority.	False	dev
wikipedia4304636_Benny Nemerofsky Ramsay_1	Nemerofsky is openly gay.	False	test
wikipedia12878790_LGBT rights in Swaziland_1	"The International Lesbian, Gay, Trans and Intersex Association claims that Swaziland's definition of ""sodomy"" is the same as South Africa's and that female same-sex sexual acts are legal, although the sources it cites cannot be verified through the Internet."	False	train
wikipedia26053267_Mr Gay World 2010_5	Pablo Salvador Sepúlveda was contestant in the 2011 International Mr Gay Competition and won the title.	False	train
wikipedia43722800_LGBT culture in San Francisco_5	Mona's, San Francisco's first lesbian bar, opened on Union Street in 1934, and featured cross-dressing waitresses as well as entertainer Gladys Bentley.	False	dev
wikipedia53586786_Transgender rights in the United Kingdom_8	"Some trans rights activists, such as Transgender Equality & Rights in Scotland, advocate adding the category of ""gender identity,"" ""in order to be more clearly inclusive of those transgender people who do not identify as transsexual and do not intend to change the gender in which they live""."	False	dev
wikipedia18833821_1989 North Indian Ocean cyclone season_5	Additionally, the IMD estimated that the storm had three-minute sustained winds of 240 km/h (145 mph), classifying Gay as a modern-day Super Cyclonic Storm.	False	test
wikipedia71968_École Polytechnique Fédérale de Lausanne_0	The roots of modern-day EPFL can be traced back to the foundation of a private school under the name École spéciale de Lausanne in 1853 at the initiative of Lois Rivier, a graduate of the École Centrale Paris and John Gay, the then professor and rector of the Académie de Lausanne.	False	test
wikipedia44398870_Equal Ground_3	Queer groups in Sri Lanka have frequently stated that some of their members have been subjected to harassment—by blackmail or by threats with exposition or arrest—by police and other people, using the legal provision.	False	train
